CATALOGUENUMBER;SPECIESSUMMARY;SPECIESID_GENETIC;SAMPLING;TypeOfSample;NESTCOLLECTION;BDM;PLOT;COMMUNEEXTRACT;NUMBERWORKERS;X;Y;ALTITUDE;HABITAT;NUMBERQUEENS;NUMBERMALES;NUMBERLARVAE;NUMBERCOCOONS;IDENTIFIER;GENUSID;SPECIESID;DATEIDENTIFICATION;CONFIRMEDID;SPECIESIDFINAL;COMMENTS;slope25;topo;south;gt_ch_100;LU18_46cl;LC18_27cl;SampleDate;SoilTemp;SoilTempAnomaly;TypeOfOpen;mixedForest;Grass;Forb;Shrub;Bare;Litter;Moss;bio1_tmean_8110;bio2_dr_8110;bio1_tmean_8110_8111;bio2_dr_8110_8111;bio5_tmaxw_8110;bio6_tminc_8110;bio7_tar_8110;bio8_twetq_8110;bio9_tdryq_8110;bio10_twarmq_8110;bio11_tcoldq_8110;bio12_p_8110;bio13_pwet_8110;bio14_pdry_8110;bio15_ps_8110;bio16_pwetq_8110;bio17_pdryq_8110;bio18_pwarmq_8110;bio19_pcoldq_8110
12172;Temn_nyla;Temn_nyla;public;NA;non;NA;NA;Essertines-sur-Yverdon;1;539844;172888;671;ForetFeuillus;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_nyla;2019;oui;Temn_nyla;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12344;Temn_nyla;Temn_nyla;public;NA;oui;NA;NA;Dizy;11;527589;165606;591;transport;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_nyla;2019;oui;Temn_nyla;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
16481B;Temn_nyla;Temn_nyla;public;NA;non;NA;NA;Bière;5;514524;155770;777;lisiere;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_nyla;2020;oui;Temn_nyla;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9990583;Temn_nyla;Temn_nyla;scientific;soil;NA;515158;310503;NA;6;515883.1099;157905.3641;829.4;ForetFeuillus;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1;1;1;2;4;2;681;728;3040;62229;2015;-378;2393;362;1422;1462;48;162144;17508;11266;1292;46846;35786;36500;43826
6206B;Temn_nyla;Temn_nyla;public;NA;oui;NA;NA;Cossonay;1;527344;163319;593;ForetConifere;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_nyla;2019;oui;Temn_nyla;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17154;Temn_nyla;Temn_nyla;public;NA;NA;NA;NA;Essertines-sur-Rolle;1;514210;147849;701;PrairieSeche;1;NA;NA;NA;Sebastian Salata;Temn;Temn_nyla;2019;oui;Temn_nyla;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17077;Temn_nyla;Temn_nyla;public;NA;NA;NA;NA;Saubraz;NA;514016;152525;724;lisiere;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_nyla;2019;oui;Temn_nyla;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9990966;Temn_nyla;Temn_nyla;scientific;soil;NA;527174;240501;NA;10;527258.8129;174045.7253;636.6;ForetFeuillus;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0.1;2;3;4;2;894;779;3045;66041;2318;-240;2558;1539;457;1714;223;104292;9698;7333;1009;27828;22237;27128;25437
9993093;Temn_nyla;Temn_nyla;scientific;soil;NA;563126;20501;NA;9;563162.0289;126126.8311;388.7;ForetFeuillus;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;3;2;1;0;1017;874;3256;66723;2480;-203;2683;1845;598;1845;335;104497;11425;6403;1972;33697;21151;33697;22079
9992333;Temn_nyla;Temn_nyla;scientific;soil;NA;503142;380509;NA;2;503936.8386;142233.4809;604.3;ForetFeuillus;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;3;0;4;5;0;875;795;3107;65679;2323;-236;2559;503;428;1697;214;117515;12183;7956;1329;34741;26108;26450;32119
9991640;Temn_nyla;Temn_nyla;scientific;soil;NA;521174;290604;NA;9;521909.9732;174733.0541;661.9;ForetMixe;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0.1;2;3;4;3;772;805;3104;65683;2179;-414;2593;412;1532;1586;112;148641;15019;10660;1003;41525;33390;34302;39945
9991755;Temn_nyla;Temn_nyla;scientific;soil;NA;503142;380501;NA;8;503398.4949;142436.3747;633.2;ForetFeuillus;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1;0.1;3;3;3;2;832;784;3101;65026;2259;-270;2529;469;383;1647;180;122885;12785;8369;1327;36342;27437;27544;33703
9991692;Temn_nyla;Temn_nyla;scientific;soil;NA;569198;170501;NA;NA;569603.7781;197992.5587;503.9;ForetFeuillus;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;4;3;3;0.1;1000;796;3004;68947;2492;-158;2650;1858;568;1858;292;101822;10576;5953;1680;29757;20935;29757;21966
9992695;Temn_nyla;Temn_nyla;scientific;soil;NA;503142;380404;NA;15;503816.479;142121.0457;600.2;ForetConifere;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;4;0;3;3;5;876;796;3107;65680;2324;-236;2560;504;430;1698;215;118127;12263;7997;1333;34942;26270;26552;32327
9991845;Temn_nyla;Temn_nyla;scientific;soil;NA;545182;180501;NA;7;545116.8779;181968.0851;491.1;ForetFeuillus;NA;NA;NA;NA;TS;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;5;2;3;1;974;837;3129;68214;2477;-197;2674;1757;546;1822;274;94836;9198;5575;1650;27149;18727;27009;20677
12198;Temn_nyla;Temn_nyla;public;NA;non;NA;NA;Champagne;10;540269;188105;599;ForetFeuillus;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_nyla;2019;oui;Temn_nyla;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9992149;Temn_nyla;Temn_nyla;scientific;soil;NA;569198;170501;NA;NA;569599.1031;197990.0981;495.6;ForetFeuillus;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;4;3;3;0.1;1000;796;3004;68947;2492;-158;2650;1858;568;1858;292;101822;10576;5953;1680;29757;20935;29757;21966
9990810;Temn_nyla;Temn_nyla;scientific;soil;NA;503142;380402;NA;7;502948.2488;142515.5793;673.7;ForetConifere;NA;1;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;1;1;5;2;802;773;3091;64498;2212;-290;2502;446;1611;1611;156;129737;13498;8925;1310;38297;29012;29012;33687
9991478;Temn_nyla;Temn_nyla;scientific;soil;NA;521174;290402;NA;9;521720.001;174629.2398;629.4;ForetConifere;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;2;3;1;4;3;767;807;3106;65697;2173;-424;2597;407;1527;1580;106;149815;15188;10731;1016;41905;33549;34522;38899
12668C;Temn_nyla;Temn_nyla;public;NA;non;NA;NA;Roche (VD);1;561191;134585;427;transport;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_nyla;2019;oui;Temn_nyla;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9993087;Temn_nyla;Temn_nyla;scientific;soil;NA;503142;380510;NA;6;503414.8534;142006.6129;599.5;ForetFeuillus;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;1;5;5;2;868;793;3104;65590;2313;-242;2555;498;422;1690;209;120448;12536;8166;1338;35657;26856;26994;33046
9991166;Temn_nyla;Temn_nyla;scientific;tree;NA;563190;160116;NA;6;562977.6061;190843.1455;440.3;Autre;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;1;3;2;1;988;867;3178;69295;2530;-198;2728;1850;558;1850;275;96113;9669;5504;1747;28012;19606;28012;20319
5675;Temn_nyla;Temn_nyla;public;NA;oui;NA;NA;Ecublens (VD);8;533921;152800;400;ForetFeuillus;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_nyla;2019;oui;Temn_nyla;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9990286;Temn_nyla;Temn_nyla;scientific;soil;NA;539158;130404;NA;2;539211.711;158489.397;771.5;ForetConifere;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1;0.1;0.1;1;4;4;960;728;2914;66062;2364;-133;2497;1602;511;1786;294;125136;12328;7283;1525;34660;25382;34098;27739
9990761;Temn_nyla;Temn_nyla;scientific;soil;NA;545182;180601;NA;5;545114.5946;182059.0527;493.7;ForetMixe;NA;NA;NA;NA;TS;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;2;3;3;0;975;837;3130;68208;2477;-196;2673;1758;546;1822;275;94780;9187;5571;1649;27123;18720;26985;20664
9991717;Temn_nyla;Temn_nyla;scientific;soil;NA;503142;380509;NA;9;503932.7565;142244.5845;604.3;ForetFeuillus;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;3;0;4;5;0;874;796;3110;65660;2322;-237;2559;502;428;1696;214;117589;12191;7962;1328;34762;26126;26467;32140
5643;Temn_nyla;Temn_nyla;public;NA;oui;NA;NA;Ferreyres;4;526316;168814;620;ForetMixe;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_nyla;2019;oui;Temn_nyla;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
13878;Temn_nyla;Temn_nyla;public;NA;non;NA;NA;Champagne;4;540258;188075;596;ForetFeuillus;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_nyla;2019;oui;Temn_nyla;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5699;Temn_nyla;Temn_nyla;public;NA;oui;NA;NA;Ecublens (VD);6;533886;152630;402;ZoneConstruite;NA;NA;1;NA;Sebastian Salata;Temn;Temn_nyla;2019;oui;Temn_nyla;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5583;Temn_nyla gr;Temn_nyla;public;NA;oui;NA;NA;Ferreyres;NA;525916;168864;639;ForetFeuillus;1;NA;NA;NA;Sebastian Salata;Temn;Temn_nyla gr;2019;;;reine désailée;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9990747;Temn_parv;Temn_lute_parv;scientific;soil;NA;503142;380510;NA;9;503412.3653;142005.495;599.5;ForetFeuillus;7;6;NA;NA;Salata;Temnothorax;Temn_parv;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;1;5;5;2;873;794;3106;65647;2320;-238;2558;501;427;1695;212;120636;12556;8182;1337;35712;26903;27033;33099
2026;Temn_parv;Temn_nyla;public;NA;oui;NA;NA;Montreux;7;560386;142885;533;ForetFeuillus;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_parv;2019;oui;Temn_parv;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5753B;Temn_parv;Temn_nyla;public;NA;oui;NA;NA;Ferreyres;5;526316;168814;620;ForetMixe;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_parv;2019;oui;Temn_parv;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5522;Temn_parv;Temn_nyla;public;NA;oui;NA;NA;Ecublens (VD);3;533886;152630;402;ZoneConstruite;NA;NA;3;NA;Sebastian Salata;Temn;Temn_parv;2019;oui;Temn_parv;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9991765;Temn_parv;Temn_nyla;scientific;soil;NA;527174;240605;NA;8;526999.592;174048.6002;629.6;ForetMixe;NA;NA;NA;NA;Salata;Temnothorax;Temn_parv;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1;1;2;2;5;2;892;779;3042;66078;2316;-244;2560;514;455;1713;221;104937;9754;7385;1003;27984;22394;27255;25615
5693;Temn_parv;Temn_nyla;public;NA;oui;NA;NA;Ecublens (VD);16;533886;152630;402;ZoneConstruite;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_parv;2019;oui;Temn_parv;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5766;Temn_tube;Temn_tube;public;NA;oui;NA;NA;Ferreyres;10;526316;168814;620;ForetMixe;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_tube;2019;oui;Temn_tube;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5752;Temn_unif;Temn_tube;public;NA;oui;NA;NA;Ollon;4;564501;127125;430;Carriere;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_unif;2019;oui;Temn_unif;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2172;Temn_unif;Temn_unif;public;NA;oui;NA;NA;Lausanne;8;538472;153117;551;lisiere;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_unif;2020;oui;Temn_unif;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12587;Temn_unif;Temn_unif;public;NA;non;NA;NA;Montreux;12;558379;144519;457;ZoneConstruite;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_unif;2019;oui;Temn_unif;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3774;Temn_unif;Temn_unif;public;NA;oui;NA;NA;Lutry;7;541904;150991;437;ZoneConstruite;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_unif;2019;oui;Temn_unif;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
20197;Temn_unif;Temn_unif;public;NA;oui;NA;NA;Lonay;15;529513;153004;397;ZoneConstruite;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_unif;2020;oui;Temn_unif;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
13038;Temn_unif;Temn_unif;public;NA;oui;NA;NA;Lonay;14;529528;152967;395;lisiere;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_unif;2019;oui;Temn_unif;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8397;Temn_unif;Temn_unif;public;NA;non;NA;NA;Tolochenaz;8;526631;150266;384;ZoneConstruite;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_unif;2020;oui;Temn_unif;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17457;Temn_unif;Temn_unif;public;NA;oui;NA;NA;Ollon;12;564497;127114;430;Carriere;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_unif;2019;oui;Temn_unif; zone échantillonnée par différents étudiants du cours bioindication;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
14380;Temn_unif;Temn_unif;public;NA;oui;NA;NA;Yvorne;10;562356;131865;480;CulturePerm;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_unif;2019;oui;Temn_unif;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
18942;Temn_unif;Temn_unif;public;NA;oui;NA;NA;Onnens (VD);NA;542490;188379;476;Autre;NA;NA;NA;NA;Claude Lebas;Temn;Temn_unif;2019;oui;Temn_unif;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5978;Temn_unif;Temn_unif;public;NA;oui;NA;NA;Ollon;4;564501;127125;430;Carriere;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_unif;2019;oui;Temn_unif;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12412;Temn_unif;Temn_unif;public;NA;non;NA;NA;Champagne;6;540345;187793;535;lisiere;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_unif;2019;oui;Temn_unif;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12992;Temn_unif;Temn_unif;public;NA;non;NA;NA;Roche (VD);1;561191;134585;427;transport;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_unif;2019;oui;Temn_unif;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12582;Temn_unif;Temn_unif;public;NA;non;NA;NA;Roche (VD);1;561191;134585;427;transport;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_unif;2019;oui;Temn_unif;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5787;Temn_unif;Temn_unif;public;NA;oui;NA;NA;Ferreyres;6;526316;168814;620;ForetMixe;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_unif;2019;oui;Temn_unif;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12873C;Temn_unif;Temn_unif;public;NA;non;NA;NA;Roche (VD);1;561191;134585;427;transport;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_unif;2019;oui;Temn_unif;3 espèces dans le même échantillon => ne proviennent pas d'un seul nid…;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;Temn_unif;Temn_unif;public;NA;oui;NA;NA;Lausanne;NA;538774;152646;542;ZoneConstruite;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_unif;2020;oui;Temn_unif;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2276;Temn_unif;Temn_unif;public;NA;non;NA;NA;Lonay;3;529496;152997;398;ZoneConstruite;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_unif;2019;oui;Temn_unif;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9375;Temn_unif;Temn_unif;public;NA;non;NA;NA;Lausanne;10;537110;152212;440;ZoneConstruite;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_unif;2019;oui;Temn_unif;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5745;Temn_unif;Temn_unif;public;NA;oui;NA;NA;Ferreyres;6;526316;168814;620;ForetMixe;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_unif;2019;oui;Temn_unif;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
